open+close transaction,open+read+close transaction,open+readx2+close transaction
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000246
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000218,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000172,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000247
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000219,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000248
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000173,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000220,0.000249
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000250
0.000174,0.000221,0.000251
0.000174,0.000221,0.000251
0.000174,0.000221,0.000251
0.000174,0.000221,0.000251
0.000174,0.000221,0.000251
0.000174,0.000221,0.000251
0.000174,0.000221,0.000252
0.000174,0.000221,0.000252
0.000174,0.000221,0.000253
0.000174,0.000222,0.000253
0.000174,0.000222,0.000253
0.000174,0.000222,0.000253
0.000174,0.000222,0.000253
0.000174,0.000222,0.000254
0.000174,0.000222,0.000254
0.000174,0.000222,0.000254
0.000174,0.000222,0.000254
0.000174,0.000222,0.000254
0.000174,0.000223,0.000254
0.000174,0.000223,0.000254
0.000175,0.000223,0.000254
0.000175,0.000223,0.000255
0.000175,0.000224,0.000255
0.000175,0.000224,0.000255
0.000175,0.000225,0.000255
0.000175,0.000225,0.000255
0.000175,0.000225,0.000255
0.000175,0.000225,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000255
0.000175,0.000226,0.000256
0.000175,0.000226,0.000256
0.000175,0.000227,0.000256
0.000176,0.000227,0.000256
0.000176,0.000227,0.000256
0.000176,0.000227,0.000256
0.000176,0.000227,0.000256
0.000176,0.000227,0.000256
0.000177,0.000227,0.000256
0.000177,0.000227,0.000256
0.000178,0.000227,0.000256
0.000178,0.000227,0.000256
0.000179,0.000227,0.000256
0.000179,0.000227,0.000256
0.000179,0.000227,0.000256
0.000179,0.000227,0.000256
0.000179,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000180,0.000228,0.000257
0.000181,0.000228,0.000257
0.000181,0.000228,0.000257
0.000181,0.000228,0.000257
0.000181,0.000228,0.000257
0.000181,0.000228,0.000257
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000181,0.000229,0.000258
0.000182,0.000229,0.000258
0.000182,0.000229,0.000258
0.000182,0.000229,0.000258
0.000182,0.000229,0.000258
0.000182,0.000229,0.000259
0.000182,0.000229,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000259
0.000182,0.000230,0.000260
0.000183,0.000230,0.000260
0.000183,0.000230,0.000260
0.000183,0.000230,0.000260
0.000183,0.000230,0.000260
0.000183,0.000231,0.000260
0.000183,0.000231,0.000260
0.000183,0.000231,0.000261
0.000183,0.000231,0.000261
0.000183,0.000231,0.000261
0.000183,0.000231,0.000261
0.000183,0.000231,0.000261
0.000183,0.000231,0.000261
0.000183,0.000232,0.000262
0.000183,0.000232,0.000262
0.000183,0.000232,0.000262
0.000183,0.000232,0.000262
0.000183,0.000232,0.000262
0.000184,0.000232,0.000263
0.000184,0.000232,0.000263
0.000184,0.000232,0.000263
0.000184,0.000233,0.000263
0.000184,0.000233,0.000263
0.000184,0.000233,0.000263
0.000184,0.000233,0.000263
0.000184,0.000233,0.000264
0.000184,0.000233,0.000264
0.000184,0.000233,0.000264
0.000184,0.000233,0.000264
0.000184,0.000233,0.000264
0.000184,0.000234,0.000264
0.000184,0.000234,0.000264
0.000184,0.000234,0.000264
0.000184,0.000234,0.000264
0.000184,0.000234,0.000265
0.000184,0.000234,0.000265
0.000185,0.000234,0.000265
0.000185,0.000234,0.000265
0.000185,0.000234,0.000265
0.000185,0.000234,0.000265
0.000185,0.000234,0.000265
0.000185,0.000235,0.000265
0.000185,0.000235,0.000265
0.000185,0.000235,0.000265
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000185,0.000235,0.000266
0.000186,0.000236,0.000266
0.000186,0.000236,0.000266
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000236,0.000267
0.000186,0.000237,0.000267
0.000186,0.000237,0.000268
0.000186,0.000237,0.000268
0.000186,0.000237,0.000268
0.000186,0.000237,0.000268
0.000186,0.000237,0.000268
0.000187,0.000237,0.000268
0.000187,0.000237,0.000268
0.000187,0.000238,0.000268
0.000187,0.000238,0.000269
0.000187,0.000238,0.000269
0.000187,0.000238,0.000269
0.000187,0.000238,0.000269
0.000187,0.000238,0.000269
0.000187,0.000238,0.000269
0.000187,0.000239,0.000269
0.000187,0.000239,0.000269
0.000188,0.000239,0.000270
0.000188,0.000239,0.000270
0.000188,0.000239,0.000270
0.000188,0.000239,0.000270
0.000188,0.000239,0.000270
0.000188,0.000240,0.000270
0.000188,0.000240,0.000271
0.000188,0.000240,0.000271
0.000189,0.000240,0.000271
0.000189,0.000240,0.000271
0.000189,0.000241,0.000271
0.000189,0.000241,0.000271
0.000189,0.000241,0.000272
0.000190,0.000241,0.000272
0.000190,0.000241,0.000272
0.000190,0.000241,0.000272
0.000190,0.000242,0.000272
0.000190,0.000242,0.000273
0.000191,0.000242,0.000273
0.000191,0.000242,0.000273
0.000191,0.000242,0.000273
0.000192,0.000243,0.000273
0.000192,0.000243,0.000274
0.000192,0.000243,0.000274
0.000192,0.000243,0.000274
0.000192,0.000243,0.000275
0.000193,0.000244,0.000275
0.000193,0.000244,0.000275
0.000193,0.000244,0.000275
0.000193,0.000244,0.000276
0.000194,0.000245,0.000276
0.000194,0.000245,0.000276
0.000194,0.000245,0.000276
0.000194,0.000245,0.000277
0.000195,0.000246,0.000277
0.000195,0.000246,0.000277
0.000195,0.000246,0.000277
0.000195,0.000246,0.000278
0.000195,0.000247,0.000278
0.000196,0.000247,0.000278
0.000196,0.000247,0.000278
0.000196,0.000247,0.000278
0.000196,0.000247,0.000279
0.000196,0.000248,0.000279
0.000197,0.000248,0.000279
0.000197,0.000248,0.000279
0.000197,0.000249,0.000279
0.000197,0.000249,0.000279
0.000198,0.000249,0.000279
0.000198,0.000249,0.000280
0.000198,0.000250,0.000280
0.000198,0.000250,0.000280
0.000199,0.000250,0.000280
0.000199,0.000250,0.000280
0.000199,0.000251,0.000281
0.000200,0.000251,0.000281
0.000200,0.000251,0.000281
0.000200,0.000251,0.000281
0.000201,0.000251,0.000281
0.000201,0.000252,0.000282
0.000202,0.000252,0.000282
0.000202,0.000252,0.000282
0.000203,0.000252,0.000283
0.000203,0.000253,0.000283
0.000203,0.000253,0.000284
0.000204,0.000253,0.000284
0.000204,0.000254,0.000285
0.000205,0.000254,0.000285
0.000205,0.000255,0.000286
0.000205,0.000256,0.000287
0.000206,0.000256,0.000289
0.000206,0.000257,0.000291
0.000207,0.000258,0.000292
0.000208,0.000260,0.000295
0.000210,0.000263,0.000298
0.000212,0.000266,0.000306
0.000216,0.000270,0.000314
0.000224,0.000278,0.000322
0.000235,0.000288,0.000330
0.000243,0.000299,0.000340
0.000258,0.000318,0.000357
0.000270,0.000336,0.000380
0.000277,0.000346,0.000390
0.000283,0.000355,0.000400
0.000289,0.000364,0.000409
0.000297,0.000373,0.000421
0.000304,0.000386,0.000434
0.000315,0.000397,0.000448
0.000329,0.000416,0.000472
